Martin Luther,Charity,Christian life consists of faith and charity.
Charles Caleb Colton,Charity,"Did universal charity prevail, earth would be a heaven, and hell a fable."
Francis Quarles,Charity,Flatter not thyself in thy faith in God if thou hast not charity for thy neighbor.
Blake Mycoskie,Charity,"Giving feels good, but it's also good for the bottom line. Charity is a viable growth strategy for a lot of companies. Our customers get excited to be a part of what we're doing. If you ask anyone wearing Toms how they first heard about us, most won't mention an advertisement; they'll say a friend told them our story."
Emily Brontë,Charity,"Having leveled my palace, don't erect a hovel and complacently admire your own charity in giving me that for a home."
Lord George Byron,Charity,"I am as comfortless as a pilgrim with peas in his shoes - and as cold as Charity, Chastity or any other Virtue."
Henry James,Charity,I think patriotism is like charity - it begins at home.
Bob Hope,Charity,"If you haven't got any charity in your heart, you have the worst kind of heart trouble."
Francis Bacon,Charity,In charity there is no excess.
Alexander the Great,Charity,"In faith and hope the world will disagree, But all mankind's concern is charity."
Anne Baxter,Charity,"In necessary things, unity; in doubtful things, liberty; in all things, charity."
Bhagat Singh,Charity,"In the future society, i.e. the communist society that we want to build, we are not going to establish charity institution, as there shall be no needy or poor, and no alms-giving and alms-taking."
H. Melville,Charity,Never a sound judgment without charity.
Hosea Ballou,Charity,"Never let your zeal outrun your charity. The former is but human, the latter is divine."
Dale Carnegie,Charity,One of the serious obstacles to the improvement of our race is indiscriminate charity.
Jacques BéNigne Bossuet,Charity,Only great souls know the grandeur there is in charity.
St. Augustine of Hippo,Charity,Order your soul; reduce your wants; live in charity; associate in Christian community; obey the laws; trust in Providence.
C. S. Lewis,Charity,Our prayers for others flow more easily than those for ourselves. This shows we are made to live by charity.
Aldous Huxley,Charity,"Real progress is progress in charity, all other advances being secondary thereto."
Bernard of Clairvaux,Charity,"Slander is a poison which extinguishes charity, both in the slanderer and in the persons who listen to it."
Bernard of Clairvaux,Charity,"Slander is a poison which kills charity, both in the slanderer and the one who listens."
Ben Shapiro,Charity,"Socialism has no moral justification whatsoever; poor people are not morally superior to rich people, nor are they owed anything by rich people simply because of their lack of success. Charity is not a socialist concept - it is a religious one, an acknowledgment of God's sovereignty over property, a sovereignty the Left utterly rejects."
Ban Ki-moon,Charity,"Strangely, charity sometimes gets dismissed, as if it is ineffective, inappropriate or even somehow demeaning to the recipient. 'This isn't charity,' some donors take pains to claim, 'This is an investment.' Let us recognize charity for what it is at heart: a noble enterprise aimed at bettering the human condition."
Lawrence Durrell,Charity,"The appalling thing is the degree of charity women are capable of. You see it all the time... love lavished on absolute fools. Love's a charity ward, you know."
William Hutton,Charity,"The charity that hastens to proclaim its good deeds, ceases to be charity, and is only pride and ostentation."
Homer,Charity,The charity that is a trifle to us can be precious to others.
Carol Loomis,Charity,"The goal of the program, called Giving With Purpose, is to teach college students - and anyone else who cares to register - how to beneficially contribute to charity. That's not necessarily easy. There are IRS rules for giving that must be learned, and there is wayward, wasteful philanthropy to be avoided."
Ben Shapiro,Charity,"The greatest obstacle to the welfare state is not greed but private charity that makes the welfare state irrelevant; the greatest obstacle to re-education of children in the name of the collective is allegiance to a higher power. More than that, the greatest obstacle to the state as god is an actual God above the state."
Alexander Wiley,Charity,The Jews and the Arabs should settle their dispute in the true spirit of Christian charity.
George Arnold,Charity,The living need charity more than the dead.
John Boyle O'Reilly,Charity,"The organized charity, scrimped and iced, in the name of a cautious, statistical Christ."
George Eliot,Charity,"The presence of a noble nature, generous in its wishes, ardent in its charity, changes the lights for us: we begin to see things again in their larger, quieter masses, and to believe that we too can be seen and judged in the wholeness of our character."
Ralph Waldo Emerson,Charity,The worst of charity is that the lives you are asked to preserve are not worth preserving.
Bob Dylan,Charity,They already expect you to just give a check to tax-deductible charity organization.
